Instituição;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Física;Empréstimo com Consignação em Folha;;;;;;;;Empréstimo sem Consignação em Folha;;;;;;;;Veículos;;;;;;;;Habitação;;;;;;;;Cartão de Crédito;;;;;;;;Rural e Agroindustrial;;;;;;;;Outros Créditos;;;;;;;;Total Exterior Pessoa Física;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 dias;A Vencer Entre 1801 a 5400 Dias;A Vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
CAIXA ECONÔMICA FEDERAL;51.626;b1;C;1;S1;199;BRASILIA;DF;12/2024;994.889.592;1.238.745;7.525.652;19.810.074;37.329.545;20.628.214;14.981.333;3;101.513.566;192.398;1.615.519;3.395.323;4.048.490;825.338;222.850;0;10.299.919;8.362;8.393;16.577;34.129;11.657;78;0;79.197;1.430.528;21.906.589;57.998.341;136.146.413;112.681.961;336.245.774;135.879.213;802.288.819;2.037.380;10.232.896;3.836.832;207.994;54.597;55.498;0;16.425.196;1.709.852;4.979.014;14.479.310;14.156.848;10.542.420;5.820.352;118;51.687.915;1.131.979;4.339.715;1.586.474;2.125.543;1.370.652;2.029.196;11.422;12.594.981;0
BB;49.906;b1;C;1;S1;199;BRASILIA;DF;12/2024;677.093.413;370.058;7.453.006;21.102.562;47.510.576;34.393.426;27.819.462;66.726;138.715.817;1.347.024;4.563.326;10.788.398;18.258.924;9.303.071;4.761.599;498.646;49.520.989;71.467;443.391;1.162.603;1.950.115;562.982;22.713;143.245;4.356.516;54.250;493.147;1.439.731;3.863.904;3.847.435;19.921.362;18.352.970;47.972.798;3.783.461;44.265.812;10.901.370;243.871;4;0;323.977;59.518.494;9.383.486;27.615.874;130.644.590;93.597.991;50.352.956;33.628.893;451.916;345.675.705;1.467.694;1.869.251;4.395.087;4.009.492;3.254.614;5.063.160;159.641;20.218.939;11.114.154
ITAU;10.069;b1;C;2;S1;199;SAO PAULO;SP;12/2024;547.213.853;554.290;7.137.233;18.200.027;30.522.570;13.281.023;4.734.603;0;74.429.746;558.776;4.874.617;9.715.047;9.868.936;2.207.941;296.409;0;27.521.727;475.203;4.787.258;11.794.769;16.645.700;2.794.973;9.753;0;36.507.656;107.107;4.262.433;11.486.173;26.165.223;20.315.399;49.609.288;13.364.855;125.310.477;8.761.181;90.438.643;41.288.113;1.699.451;19.655;0;0;142.207.043;29.308;460.707;4.251.349;971.628;286.783;33.622;0;6.033.398;3.051.506;12.306.636;9.311.128;10.005.048;2.867.422;1.055.842;33.785;38.631.367;96.572.440
BRADESCO;10.045;b1;C;2;S1;199;OSASCO;SP;12/2024;403.168.851;439.537;7.921.666;20.343.090;37.706.591;19.582.967;11.185.089;5.574;97.184.515;1.192.625;8.259.032;14.819.086;15.857.645;3.401.558;885.930;2.176;44.418.050;638.095;4.895.887;11.989.046;16.260.958;2.706.111;15.653;21;36.505.771;136.781;3.114.909;8.491.966;19.297.130;15.099.512;44.915.391;5.605.985;96.661.674;8.118.494;45.143.108;17.621.510;1.885.038;264.119;42.048;0;73.074.317;542.862;1.291.814;9.580.635;9.204.332;1.386.974;415.131;0;22.421.747;2.016.185;6.730.832;4.902.070;6.838.206;2.500.704;535.140;657;23.523.794;9.378.983
SANTANDER;30.379;b1;C;3;S1;199;SAO PAULO;SP;12/2024;323.769.789;2.034.431;5.582.000;14.564.564;26.002.122;13.329.508;7.857.741;2.663;69.373.030;769.386;1.920.772;3.886.563;5.119.272;1.958.827;963.604;24.899;14.643.323;1.042.873;9.507.464;23.831.217;34.893.844;5.851.365;28.758;6.288;75.161.809;92.940;2.098.384;5.596.376;12.857.079;10.004.595;24.679.270;7.193.126;62.521.770;3.469.766;36.168.924;16.082.889;1.979.200;628.102;644.614;65;58.973.562;378.557;642.577;4.256.524;3.551.600;1.400.875;450.405;0;10.680.537;2.474.096;7.204.599;5.860.921;6.063.487;3.395.463;3.411.168;145.403;28.555.137;3.860.621
NUBANK;52.058;n1;C;2;S3;197;SAO PAULO;SP;12/2024;63.393.491;4.032;158.928;410.356;694.783;368.408;207.769;0;1.844.276;2.663.327;12.265.954;13.451.613;5.504.804;1.013.533;482.884;34;35.382.149;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.794.746;14.582.747;3.178.151;281.430;80;0;0;25.837.154;0;0;0;0;0;0;0;0;44.041;62.375;118.545;104.877;74;0;0;329.912;0
VOTORANTIM;51.011;b1;C;2;S2;199;SAO PAULO;SP;12/2024;60.319.994;28.830;97.423;193.197;180.045;13.531;15;0;513.041;165.578;1.063.146;2.648.237;3.255.941;505.662;12.137;0;7.650.701;879.796;6.117.026;14.941.191;21.775.523;3.857.874;21.234;0;47.592.645;0;0;0;0;0;0;0;0;699.028;2.452.056;1.277.889;118.833;20;0;0;4.547.826;0;0;0;0;0;0;0;0;2.492;1.358;3.211;5.133;2.221;1.367;0;15.781;0
BTG PACTUAL;49.944;b1;C;2;S1;199;RIO DE JANEIRO;RJ;12/2024;56.512.893;130.868;1.075.145;2.798.850;5.283.100;3.006.012;1.768.722;0;14.062.697;286.803;880.278;1.739.513;1.509.001;245.856;67.698;0;4.729.149;1.152.027;4.165.372;9.657.011;12.893.086;1.602.883;1.349;0;29.471.730;253;1.878;4.655;10.176;7.302;13.292;1.297;38.854;644.265;2.346.909;2.461.854;365.830;375.959;307.534;0;6.502.349;69;5.582;7.292;22.222;16.667;5.485;0;57.317;98.657;177.838;218.223;285.679;93.772;76.619;23.362;974.150;676.648
NU PAGAMENTOS S.A. - INSTITUIÇÃO DE PAGAMENTO;18.236.120;n4;C;2;S3;41;SAO PAULO;SP;12/2024;55.140.319;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41.198.938;13.898.835;40.176;0;0;0;55.137.948;0;0;0;0;0;0;0;0;2;907;1.312;149;0;0;0;2.370;0
BANRISUL;30.173;b1;C;1;S2;199;PORTO ALEGRE;RS;12/2024;48.394.463;65.144;1.291.621;3.611.127;7.582.121;4.878.879;3.640.557;1.945;21.071.393;79.170;622.325;931.905;809.925;236.048;195.073;2.186;2.876.632;29;881;1.953;3.496;990;14;0;7.362;3.436;105.826;237.884;621.678;585.194;2.393.994;2.074.359;6.022.372;189.865;1.663.654;635.198;32.094;0;0;0;2.520.811;192.559;1.158.684;5.374.492;3.673.556;1.813.061;913.054;0;13.125.406;145.237;1.205.604;328.354;408.993;304.831;376.668;803;2.770.488;0
SAFRA;10.083;b1;C;2;S2;199;SAO PAULO;SP;12/2024;39.423.217;39.336;759.278;1.907.338;3.406.463;1.615.748;811.024;0;8.539.187;33.157;915.717;1.948.781;1.959.579;414.477;46.155;0;5.317.865;144.634;2.959.273;7.539.298;10.626.518;1.701.468;2.778;0;22.973.969;532;10.327;27.934;71.599;68.094;254.051;199.668;632.205;102.230;713.460;348.787;21.034;3.381;0;0;1.188.892;0;8.479;74.706;72.823;33.303;0;0;189.311;19.086;225.966;93.851;30.420;587;694;0;370.604;211.184
C6 BANK;52.072;b1;C;2;S3;199;SAO PAULO;SP;12/2024;34.987.354;41.664;1.138.569;3.200.458;6.442.463;3.775.589;2.052.460;0;16.651.203;74.806;324.585;563.376;601.658;86.075;29.896;885;1.681.282;87.172;603.003;1.557.402;2.772.485;726.706;3.593;0;5.750.361;0;0;0;0;0;0;0;0;759.988;6.363.815;2.747.351;187.433;58.432;12.346;117;10.129.482;0;0;0;0;0;0;0;0;37.150;46.172;79.959;216.396;104.018;201.024;90.305;775.025;0
BRB;31.976;b1;C;1;S3;199;BRASILIA;DF;12/2024;32.467.364;22.887;595.019;879.261;1.589.255;5.431.996;2.873.690;2;11.392.110;33.143;633.949;1.372.214;1.492.245;502.836;163.256;0;4.197.643;501;3.394;8.363;11.948;2.897;589;3;27.696;3.953;147.701;315.143;829.469;795.823;3.498.722;3.459.069;9.049.880;132.377;285.237;258.717;716.037;997.508;1.497.103;0;3.886.980;56.098;168.233;585.068;264.266;232.724;208.267;0;1.514.656;52.674;93.888;306.709;388.479;802.272;701.770;52.607;2.398.399;0
BANCO COOPERATIVO SICREDI S.A.;1.181.521;b1;C;2;S2;11;PORTO ALEGRE;RS;12/2024;29.658.953;0;146.554;382.156;636.792;260.997;84.077;0;1.510.576;0;8;22;54;19;0;0;102;0;594;3.711;7.916;5.057;1.398;0;18.676;0;63.380;181.204;406.087;322.533;820.122;234.717;2.028.042;0;0;0;0;0;0;0;0;0;671.809;4.829.929;9.447.703;5.976.037;4.120.380;13;25.045.871;2.039;21.705;115.387;425.768;265.058;225.730;0;1.055.686;0
INTER;51.884;b1;C;2;S3;199;BELO HORIZONTE;MG;12/2024;27.589.378;30.624;311.749;839.958;1.688.574;1.016.724;564.970;22;4.452.620;69.857;511.982;1.110.140;1.351.589;436.829;248.597;837;3.729.831;84;846;2.414;4.090;1.262;11;0;8.708;13.231;111.731;230.425;602.296;579.581;2.589.090;1.714.091;5.840.446;1.255.929;7.593.720;2.185.286;50.248;1.952;630;0;11.087.766;4.491;7.969;64.805;1.977;0;0;0;79.242;60.499;151.688;186.458;260.906;251.414;1.275.520;130.204;2.316.689;74.075
